YEAR,VEHICLE,PURCHASER,DATE,DEAL
15,MKC,ADESA,10/4/2019,96592
17,F150,ADESA,10/4/2019,96593
14,F150,ADESA,10/4/2019,96594
17,F150,ADESA,10/4/2019,96595
16,F150,ADESA,10/4/2019,96596
16,EDGE,ADESA,10/4/2019,96597
16,F150,ADESA,10/4/2019,96598
17,F150,ADESA,10/4/2019,96599
18,F150,ADESA,10/4/2019,96600
17,F150,ADESA,10/4/2019,96601
16,F150,ADESA,10/4/2019,96602
18,F150,ADESA,10/4/2019,96603
18,F150,ADESA,10/4/2019,96604
17,F150,ADESA,10/4/2019,96605
17,F450,ADESA,10/4/2019,96606
13,F150,MANHEIM,10/1/2019,
15,MKZ,MANHEIM,10/1/2019,
16,ESCAPE,MANHEIM,10/1/2019,
16,EDGE,MANHEIM,10/1/2019,
11,EDGE,MANHEIM,10/1/2019,
16,EDGE,MANHEIM,10/1/2019,
12,TIGUAN,MANHEIM,10/1/2019,
14,FOCUS,MANHEIM,10/1/2019,
10,F150,MANHEIM,10/1/2019,
16,EDGE,MANHEIM,10/1/2019,
15,MKC,MANHEIM,10/1/2019,
16,EDGE,MANHEIM,10/1/2019,
15,EDGE,MANHEIM,10/1/2019,
17,CIVIC,MANHEIM,10/1/2019,
16,ESCAPE,MANHEIM,10/1/2019,
4,EXPEDITION,STAFFORD,10/16/2019,96864
6,TORRENT,STAFFORD,10/16/2019,96865
6,F150,STAFFORD,10/16/2019,96866
10,TERRAIN,STAFFORD,10/16/2019,96867
13,FIAT 500,STAFFORD,10/16/2019,96868
1,BMW 325,STAFFORD,,102299
18,F150,PRESTIGE,,
13,SANTA FE,PRESTIGE,10/9/2019,96527
15,JUKE,PRESTIGE,10/9/2019,96528
17,SAVANA,PRESTIGE,10/9/2019,96530
14,CIVIC,PRESTIGE,10/9/2019,96529
14,CRUZE,AUTO LEASING,10/8/2019,96646
14,SANTA FE,AUTO LEASING,10/8/2019,96645
15,TRANSIT,AUTO LEASING,10/8/2019,96644
17,WRANGLER,AUTO LEASING,10/8/2019,96643
16,MUSTANG,AUTO LEASING,10/8/2019,96642
18,SANTA FE,AUTO LEASING,10/8/2019,96641
19,RAM 2500,AUTO LEASING,10/8/2019,96640
13,EDGE,AUTO LEASING,10/8/2019,96639
12,IMPREZA,AUTO LEASING,10/8/2019,96638
14,CRUZE,AUTO LEASING,10/8/2019,96637
19,NAVIGATOR,TO SMRT CARS,10/8/2019,96656
19,NAVIGATOR,TO SMRT CARS,10/8/2019,96657
19,EXPEDITION,TO SMRT CARS,10/8/2019,96658
18,RAPTOR,TO SMRT CARS,10/8/2019,96659
15,F150,ADESA,10/7/2019,96675
14,F150,TURBOX,,
10,F150,TURBOX,,
11,EDGE,TRADEREV,10/9/2019,96772
8,CRV,TRADEREV,10/9/2019,96771
4,CAMRY,TRADEREV,10/9/2019,96770
17,F150,ADESA,10/9/2019,96742
15,F150,ADESA,10/9/2019,96743
16,F150,MANHEIM ARS,10/10/2019,96755
15,F150,MANHEIM ARS,10/10/2019,96754
17,F150,MANHEIM ARS,10/10/2019,96753
18,F150,MANHEIM ARS,10/10/2019,96752
17,F150,MANHEIM ARS,10/10/2019,96751
14,RAM 1500,S&D MOTOR,10/19/2019,96774
15,SAVANA,S&D MOTOR,10/19/2019,96773
16,EXPLORER,MANHEIM,10/8/2019,
14,F250,MANHEIM,10/1/2019,
17,MUSTANG,MANHEIM,10/1/2019,
13,FUSION,MANHEIM,10/8/2019,
15,MERCEDES,MANHEIM,10/8/2019,
17,EXPLORER,MANHEIM,10/8/2019,
10,SILVERADO,MANHEIM,10/8/2019,
16,EDGE,MANHEIM,10/8/2019,
15,EDGE,MANHEIM,10/8/2019,
16,EDGE,MANHEIM,10/8/2019,
15,EDGE,MANHEIM,10/8/2019,
6,MONTANA,ALEXANDRIA,10/9/2019,96799
10,OUTLANDER,ALEXANDRIA,10/9/2019,96800
9,G8,ALEXANDRIA,10/9/2019,96805
13,EDGE,ALEXANDRIA,10/9/2019,96807
14,PILOT,ALEXANDRIA,10/9/2019,96804
14,FORTE,ALEXANDRIA,10/9/2019,96802
8,ESCALADE,ALEXANDRIA,10/9/2019,96806
13,A3,ALEXANDRIA,10/9/2019,96797
8,ROVER,ALEXANDRIA,10/9/2019,96803
9,SCION,ALEXANDRIA,10/9/2019,96801
10,MAZDA 3,ALEXANDRIA,10/9/2019,96798
18,F150,ADESA,10/11/2019,96783
18,F150,ADESA,10/11/2019,96784
18,F150,ADESA,10/11/2019,96781
16,F150,ADESA,10/11/2019,96794
17,F150,ADESA,10/11/2019,96787
18,F150,ADESA,10/11/2019,96780
17,F150,ADESA,10/11/2019,96788
16,F150,ADESA,10/11/2019,96792
16,F150,ADESA,10/11/2019,96791
16,F150,ADESA,10/11/2019,96793
17,F150,ADESA,10/11/2019,96789
18,F150,ADESA,10/11/2019,96785
18,F150,ADESA,10/11/2019,96782
17,ESCAPE,ADESA,10/11/2019,96786
17,ESCAPE,ADESA,10/11/2019,96790
13,EXPLORER,MANHEIM,10/8/2019,
7,F150,SOCKET SCRAP,10/15/2019,
1,ESCAPE,SOCKET SCRAP,10/15/2019,
8,CARAVAN,SOCKET SCRAP,10/15/2019,
8,TRIBUTE,SOCKET SCRAP,10/15/2019,
6,MAZDA 6,SOCKET SCRAP,10/15/2019,
7,ENTOURAGE,SOCKET SCRAP,10/15/2019,
16,F150,AUTO LEASING,10/15/2019,
8,F250,AUTO LEASING,10/15/2019,
16,TUNDRA,AUTO LEASING,10/23/2019,96878
9,F550,AUTO LEASING,10/18/2019,96879
17,F150,AUTO LEASING,10/18/2019,96880
17,SIERRA,AUTO LEASING,10/18/2019,96881
17,F250,ADESA,10/18/2019,96890
15,F150,ADESA,10/18/2019,96891
16,F150,ADESA,10/18/2019,96892
17,F150,ADESA,10/18/2019,96893
17,F150,ADESA,10/18/2019,96894
16,F150,ADESA,10/18/2019,96895
15,F150,ADESA,10/18/2019,96896
18,F150,ADESA,10/18/2019,96897
17,F150,ADESA,10/18/2019,96898
17,F150,ADESA,10/18/2019,96899
16,F150,ADESA,10/18/2019,96900
18,F150,ADESA,10/18/2019,96901
17,F150,ADESA,10/18/2019,96903
17,F150,ADESA,10/18/2019,96904
18,F150,ADESA,10/18/2019,96905
16,F150,ADESA,10/18/2019,96906
17,F150,ADESA,10/18/2019,96907
17,F150,ADESA,10/18/2019,96908
17,F150,ADESA,10/18/2019,96909
17,F150,ADESA,10/18/2019,96910
17,F150,ADESA,10/18/2019,96911
17,F150,ADESA,10/18/2019,96912
19,F150,ADESA,10/17/2019,96934
16,F150,MANHEIM ARS,10/17/2019,96935
17,F150,MANHEIM ARS,10/17/2019,96936
9,ESCAPE,TRADEREV,10/11/2019,96937
11,F150,TRADEREV,10/12/2019,96938
17,F150,ADESA,10/22/2019,97126
16,F150,ADESA,10/21/2019,97142
15,GLA45,TRADEREV,10/21/2019,97144
17,F150,ADESA,10/25/2019,97122
17,F150,ADESA,10/25/2019,97120
17,F150,ADESA,10/25/2019,97125
16,F150,ADESA,10/25/2019,97134
17,F150,ADESA,10/25/2019,97121
16,F150,ADESA,10/25/2019,97128
16,F150,ADESA,10/25/2019,97132
18,F150,ADESA,10/25/2019,97119
16,F150,ADESA,10/25/2019,97127
17,F150,ADESA,10/25/2019,97123
16,F150,ADESA,10/25/2019,97133
18,F150,ADESA,10/25/2019,97118
17,F150,ADESA,10/25/2019,97124
16,F150,ADESA,10/25/2019,97129
18,F150,ADESA,10/25/2019,97117
16,F150,ADESA,10/25/2019,97130
16,F150,ADESA,10/25/2019,97131
12,CARAVAN,MANHEIM,10/22/2019,97244
11,MURANO,MANHEIM,10/22/2019,97245
18,F150,ADESA,10/28/2019,97238
16,F150,ADESA,10/28/2019,97239
1,CARAVAN,SOCKET SCRAP,10/27/2019,
7,RANGER,SOCKET SCRAP,10/27/2019,
8,F250,SOCKET SCRAP,10/27/2019,
9,MAZDA 5,SOCKET SCRAP,10/27/2019,
6,MONTANA,SOCKET SCRAP,10/27/2019,
15,SORENTO,DURHAM KIA,11/1/2019,94647
13,OPTIMA,DURHAM KIA,11/1/2019,97269
18,FORTE,DURHAM KIA,11/1/2019,97270
18,F150,ADESA,11/1/2019,97308
18,F150,ADESA,11/1/2019,97309
15,F150,ADESA,11/1/2019,97302
17,F150,ADESA,11/1/2019,97304
15,F150,ADESA,11/1/2019,97303
18,F150,ADESA,11/1/2019,97305
15,F150,ADESA,11/1/2019,97311
16,F150,ADESA,11/1/2019,97366
18,F150,ADESA,11/1/2019,97307
18,F150,ADESA,11/1/2019,97310
18,F150,ADESA,11/1/2019,97306
12,XC60,PRESTIGE,11/5/2019,97279
17,F150,PRESTIGE,11/5/2019,97280
17,VERSA NOTE,PRESTIGE,11/5/2019,97281
16,EXPLORER,PRESTIGE,11/5/2019,97282
16,MERCEDES,PRESTIGE,11/5/2019,97283
18,F150,ADESA,9/27/2019,97323
18,F150,ADESA,9/26/2019,97322
13,TUCSON,ALEXANDRIA,10/31/2019,97336
9,F150,ALEXANDRIA,10/31/2019,97337
9,SIERRA,ALEXANDRIA,10/31/2019,97338
10,CARAVAN,ALEXANDRIA,10/31/2019,97339
12,PASSAT,ALEXANDRIA,10/31/2019,97340
7,DAKOTA,ALEXANDRIA,10/31/2019,97341
16,F150,ADESA,11/4/2019,97375
16,F150,TRADEREV,11/1/2019,97377
12,FOCUS,TRADEREV,11/1/2019,97378
10,EDGE,TRADEREV,11/2/2019,97379
10,F150,TRADEREV,11/2/2019,97380
11,F150,TRADEREV,11/2/2019,97381
15,ROGUE,MEADOWVALE,11/8/2019,97414
16,COROLLA,MEADOWVALE,11/8/2019,97413
18,WRX,MEADOWVALE,11/8/2019,97412
16,COROLLA,MEADOWVALE,11/8/2019,97411
19,F150,TO SMRT CARS,11/5/2019,97403
19,C-HR,PRESTIGE,11/7/2019,97423
17,F150,TRADEREV,11/5/2019,97427
10,F150,TRADEREV,11/4/2019,97429
10,F150,TRADEREV,11/4/2019,97428
18,F150,ADESA,11/6/2019,97437
18,F150,ADESA,11/6/2019,97438
15,F150,ADESA,11/6/2019,97439
18,F150,ADESA,11/6/2019,97440
17,F150,ADESA,11/5/2019,97441
18,F150,ADESA,11/5/2019,97442
16,F150,ADESA,11/5/2019,97443
16,TIGUAN,AUTO LEASING,11/9/2019,97473
12,SILVERADO,AUTO LEASING,11/9/2019,97470
11,MKX,AUTO LEASING,11/9/2019,97471
11,ESCALADE,AUTO LEASING,11/9/2019,97472
15,ESCALADE,AUTO LEASING,11/9/2019,97396
19,F150,ADESA,10/23/2019,97497
11,SONATA,MANHEIM,11/5/2019,
13,F150,MANHEIM,11/5/2019,
13,SIENNA,MANHEIM,11/5/2019,
13,CROSSTREK,MANHEIM,10/15/2019,
16,MKC,MANHEIM,10/15/2019,
15,FOCUS,MANHEIM,10/29/2019,
15,FIESTA,MANHEIM,10/29/2019,
14,FOCUS,MANHEIM,10/29/2019,
16,F150,ADESA,11/8/2019,97483
16,F150,ADESA,11/8/2019,97486
17,F150,ADESA,11/8/2019,97488
16,F150,ADESA,11/8/2019,97485
16,F150,ADESA,11/8/2019,97484
16,F150,ADESA,11/8/2019,97487
17,F150,ADESA,11/8/2019,97490
17,F150,ADESA,11/8/2019,97489
17,EDGE,TURBOX,8/8/2019,
16,F150,TURBOX,,
16,F150,TURBOX,,
12,F150,TURBOX,,
17,F150,TURBOX,,
17,F150,TURBOX,,
16,F150,TURBOX,,
16,F150,TURBOX,,
17,F150,TURBOX,,
17,F150,TURBOX,,
16,F150,TURBOX,11/6/2019,
11,MKX,S&D MOTOR,12/24/2019,97549
12,EQUINOX,S&D MOTOR,12/24/2019,97550
13,CARAVAN,S&D MOTOR,12/24/2019,97551
11,EDGE,S&D MOTOR,12/24/2019,97552
11,TAHOE,ALEXANDRIA,11/12/2019,97568
12,SIERRA,ALEXANDRIA,11/12/2019,97569
8,EXPEDITION,ALEXANDRIA,11/12/2019,97570
16,F150,ADESA,11/13/2019,97610
18,F150,ADESA,11/13/2019,97608
18,F150,ADESA,11/13/2019,97609
18,F150,ADESA,11/12/2019,97611
16,F150,ADESA,11/12/2019,97612
10,SIERRA,BILL SPENCER,11/12/2019,
18,F150,ADESA,11/15/2019,97641
18,F150,ADESA,11/15/2019,97644
18,F150,ADESA,11/15/2019,97642
18,F150,ADESA,11/15/2019,97645
17,F150,ADESA,11/15/2019,97638
16,F150,ADESA,11/15/2019,97633
16,F150,ADESA,11/15/2019,97630
17,F150,ADESA,11/15/2019,97639
17,F150,ADESA,11/15/2019,97634
16,F150,ADESA,11/15/2019,97628
19,F150,ADESA,11/15/2019,97646
17,F150,ADESA,11/15/2019,97647
16,F150,ADESA,11/15/2019,97631
16,F150,ADESA,11/15/2019,97629
17,F150,ADESA,11/15/2019,97640
17,F150,ADESA,11/15/2019,97637
18,F150,ADESA,11/15/2019,97643
17,F150,ADESA,11/15/2019,97635
17,F150,ADESA,11/15/2019,97636
16,F150,ADESA,11/15/2019,97632
17,F150,PROGRESSIVE,11/19/2019,97618
17,F150,PROGRESSIVE,11/19/2019,97741
17,F150,PROGRESSIVE,11/19/2019,97740
14,1500,TURBOX,11/19/2019,
17,SANTA FE,TRADEREV,11/16/2019,97773
17,F150,TRADEREV,11/15/2019,97772
13,1500,TURBOX,11/12/2019,98837
15,F150,ADESA,11/20/2019,97810
18,F150,ADESA,11/20/2019,97811
17,F150,ADESA,11/20/2019,97809
17,F150,ADESA,11/22/2019,97814
18,F150,ADESA,11/22/2019,97813
17,F150,ADESA,11/22/2019,97815
16,F150,ADESA,11/22/2019,97820
16,F150,ADESA,11/22/2019,97817
17,F150,ADESA,11/22/2019,97823
16,F150,ADESA,11/22/2019,97818
16,F150,ADESA,11/22/2019,97821
18,F150,ADESA,11/22/2019,97812
17,F150,ADESA,11/22/2019,97822
17,F150,ADESA,11/22/2019,97816
16,F150,ADESA,11/22/2019,97819
18,ATLAS,TRADEREV,11/15/2019,97849
5,F150,SOCKET SCRAP,11/16/2019,
3,G35,SOCKET SCRAP,11/16/2019,
8,F250,SOCKET SCRAP,11/16/2019,
6,EXPRESS,SOCKET SCRAP,11/16/2019,
6,ECONO,SOCKET SCRAP,11/16/2019,
7,FOCUS,SOCKET SCRAP,11/16/2019,
15,EDGE,PRESTIGE,11/29/2019,97890
15,EDGE,PRESTIGE,11/29/2019,97891
16,F350,PRESTIGE,11/29/2019,97892
16,F150,PROGRESSIVE,11/26/2019,97910
17,F150,PROGRESSIVE,11/26/2019,97911
17,F150,PROGRESSIVE,11/26/2019,97912
17,F150,PROGRESSIVE,11/26/2019,97913
18,F150,PROGRESSIVE,11/26/2019,97914
18,F150,ADESA,11/25/2019,97924
17,F150,ADESA,11/26/2019,97925
17,F150,AUTO LEASING,11/20/2019,97943
11,JOURNEY,AUTO LEASING,11/20/2019,97944
13,F150,AUTO LEASING,11/20/2019,97947
12,F150,AUTO LEASING,11/20/2019,97946
9,F150,AUTO LEASING,11/20/2019,97945
18,F150,ADESA,11/27/2019,97964
18,F150,ADESA,11/27/2019,97967
18,F150,ADESA,11/27/2019,97966
18,F150,ADESA,12/2/2019,97965
18,F150,ADESA,12/2/2019,97968
18,F150,ADESA,12/2/2019,97969
17,F150,ADESA,12/2/2019,97970
17,F150,ADESA,12/2/2019,97971
17,F150,ADESA,12/2/2019,97972
17,F150,ADESA,12/2/2019,97973
17,F150,ADESA,12/2/2019,97974
17,F150,ADESA,12/2/2019,97975
16,F150,ADESA,12/2/2019,97976
15,F150,ADESA,12/2/2019,97977
16,F150,MANHEIM ARS,12/2/2019,98082
17,FOCUS,MANHEIM ARS,12/2/2019,98084
16,F150,MANHEIM ARS,12/2/2019,98083
17,ESCAPE,ONT CAR STORE,11/28/2019,98004
10,EDGE,TRADEREV,11/26/2019,98063
6,MAGENTIS,TRADEREV,11/22/2019,98064
15,ESCAPE,TRADEREV,11/22/2019,98065
8,NITRO,TRADEREV,11/18/2019,98066
17,F150,TRADEREV,11/29/2019,98067
16,EXPLORER,TRADEREV,11/22/2019,98068
16,MUSTANG,TRADEREV,11/22/2019,98069
17,F150,MANHEIM,11/12/2019,
17,JETTA,MANHEIM,10/22/2019,
17,F150,ADESA,11/28/2019,98073
10,ESCAPE,SOCKET SCRAP,11/30/2019,
9,ESCAPE,SOCKET SCRAP,11/30/2019,
11,EDGE,TRADEREV,11/28/2019,
17,JETTA,TURBOX,11/29/2019,
14,CHEROKEE,TURBOX,11/29/2019,
13,SIERRA,TURBOX,12/2/2019,
18,F150,ADESA,12/4/2019,98167
17,F150,ADESA,12/6/2019,98166
17,F150,ADESA,12/6/2019,98169
16,F150,ADESA,12/6/2019,98165
16,F150,ADESA,12/6/2019,98164
13,F150,ADESA,12/6/2019,98168
17,F150,PROGRESSIVE,12/5/2019,98142
17,EXPLORER,PROGRESSIVE,12/5/2019,98140
17,F150,PROGRESSIVE,12/5/2019,98139
17,F150,PROGRESSIVE,12/5/2019,98138
18,F150,PROGRESSIVE,12/5/2019,98159
13,F150,PROGRESSIVE,12/9/2019,98199
16,CANYON,TURBOX,12/5/2019,98838
10,EQUINOX,TURBOX,12/5/2019,98839
17,F150,ADESA,12/4/2019,98255
17,F150,ADESA,12/4/2019,98256
17,F150,ADESA,11/27/2019,98257
17,F150,MANHEIM,12/6/2019,
18,F150,MANHEIM,12/3/2019,
12,CHEROKEE,TRADEREV,12/9/2019,98317
17,RAM 1500,TRADEREV,12/9/2019,98318
17,F150,PROGRESSIVE,12/12/2019,98330
18,F150,PROGRESSIVE,12/12/2019,98326
16,F150,PROGRESSIVE,12/12/2019,98329
17,F150,PROGRESSIVE,12/12/2019,98328
16,F150,PROGRESSIVE,12/12/2019,98327
16,F150,PROGRESSIVE,12/12/2019,98325
16,F150,PROGRESSIVE,12/12/2019,98324
18,F150,PROGRESSIVE,12/12/2019,98323
16,F150,ADESA,12/10/2019,98351
18,F150,ADESA,12/11/2019,98350
17,F150,ADESA,12/13/2019,98346
18,F150,ADESA,12/13/2019,98352
16,F150,ADESA,12/13/2019,98347
15,F150,ADESA,12/13/2019,98349
16,F150,ADESA,12/13/2019,98348
16,FOCUS,MANHEIM,12/3/2019,
17,F150,MANHEIM,12/3/2019,
18,F150,MANHEIM,11/29/2019,
13,F150,MANHEIM,11/28/2019,
12,F150,MANHEIM,11/28/2019,
5,F150,MANHEIM,11/28/2019,
14,CHEROKEE,MANHEIM,11/28/2019,
5,F250,MANHEIM,11/28/2019,
17,EDGE,MANHEIM,11/28/2019,
16,MKC,MANHEIM,11/28/2019,
15,MKC,MANHEIM,11/28/2019,
11,SILVERADO,AUTO LEASING,12/16/2019,98414
15,ESCAPE,AUTO LEASING,12/16/2019,98415
13,F150,AUTO LEASING,12/16/2019,98416
8,MKZ,AUTO LEASING,12/16/2019,98417
11,ESCAPE,AUTO LEASING,12/16/2019,98418
11,F150,AUTO LEASING,12/16/2019,98419
8,FUSION,AUTO LEASING,12/16/2019,98420
11,VERSA,AUTO LEASING,12/16/2019,98421
12,FOCUS,AUTO LEASING,12/16/2019,98422
9,G6,AUTO LEASING,12/16/2019,98423
8,CX9,AUTO LEASING,12/16/2019,98424
11,ESCAPE,AUTO LEASING,12/16/2019,98425
13,F150,AUTO LEASING,12/16/2019,98426
11,F150,AUTO LEASING,12/16/2019,98427
17,CARAVAN,SUN AUTO,12/17/2019,98450
18,F150,MANHEIM ARS,12/19/2019,98523
16,F150,ADESA,12/20/2019,98524
16,F150,ADESA,12/20/2019,98525
17,F150,ADESA,12/20/2019,98526
17,F150,ADESA,12/20/2019,98527
17,F150,ADESA,12/20/2019,98528
17,F150,ADESA,12/20/2019,98529
14,F150,DURHAM KIA,12/13/2019,97426
11,MAZDA CX7,TRADEREV,12/16/2019,98532
13,EDGE,TRADEREV,12/16/2019,98533
14,F150,TRADEREV,12/16/2019,98534
17,F150,PROGRESSIVE,12/30/2019,98668
18,F150,PROGRESSIVE,12/30/2019,98669
16,F150,PROGRESSIVE,12/30/2019,98670
17,F150,PROGRESSIVE,12/30/2019,98671
18,F150,PROGRESSIVE,12/30/2019,98672
17,F150,PROGRESSIVE,12/30/2019,98673
18,F150,PROGRESSIVE,12/30/2019,98674
17,F150,PROGRESSIVE,12/30/2019,98675
17,F150,PROGRESSIVE,12/30/2019,98676
3,CROWN VIC,SOCKET SCRAP,12/28/2019,
7,FUSION,SOCKET SCRAP,12/28/2019,
8,CIVIC,SOCKET SCRAP,12/28/2019,
12,KARMA,TRADEREV,1/2/2020,98690
11,F150,TRADEREV,12/24/2019,98691
19,MUSTANG,TRADEREV,11/26/2019,98692
8,TUNDRA,TRADEREV,12/16/2019,98693
13,F150,TRADEREV,1/2/2020,98694
16,F150,TRADEREV,12/31/2019,98695
17,F150,TRADEREV,12/31/2019,98696
16,F150,TRADEREV,12/31/2019,98697
16,F150,TRADEREV,12/31/2019,98698
17,F150,TRADEREV,12/31/2019,98699
16,F150,TRADEREV,12/31/2019,98700
17,F150,ADESA,1/2/2020,98703
17,F150,TRADEREV,1/3/2020,98708
18,F150,PROGRESSIVE,-,98709
16,F150,PROGRESSIVE,-,98710
18,F150,PROGRESSIVE,-,98711
17,F150,PROGRESSIVE,-,98712
18,F150,PROGRESSIVE,-,98713
16,EDGE,MEADOWVALE,12/12/2019,97519
17,F150,PROGRESSIVE,-,98739
17,F150,PROGRESSIVE,-,98738
17,F150,PROGRESSIVE,-,98737
15,F150,PROGRESSIVE,-,98736
17,F150,PROGRESSIVE,-,98735
8,COLORADO,ALEXANDRIA,1/6/2020,98747
7,XC70,ALEXANDRIA,1/6/2020,98748
7,EXPLORER,ALEXANDRIA,1/6/2020,98749
16,FOCUS,ALEXANDRIA,1/6/2020,98750
13,EDGE,ALEXANDRIA,1/6/2020,98751
13,EDGE,ALEXANDRIA,1/6/2020,98752
17,F150,TRADEREV,12/11/2019,98753
17,TOYOTA 86,TURBOX,12/13/2019,98759
14,FIESTA,TURBOX,12/13/2019,98760
11,NAVIGATOR,TURBOX,12/13/2019,98761
16,EDGE,TURBOX,12/17/2019,98762
16,F150,TURBOX,12/17/2019,98763
16,EDGE,TURBOX,12/17/2019,98764
19,COROLLA,TRADEREV,1/6/2020,98766
12,ESCAPE,TRADEREV,1/7/2020,98767
18,NAVIGATOR,TRADEREV,1/6/2020,98768
16,ESCAPE,TRADEREV,1/7/2020,98769
15,ACCENT,AUTO LEASING,1/8/2020,98810
8,F150,AUTO LEASING,1/8/2020,98811
12,ESCAPE,AUTO LEASING,1/8/2020,98812
12,F150,AUTO LEASING,1/8/2020,98813
11,FIESTA,AUTO LEASING,1/8/2020,98814
11,F150,AUTO LEASING,1/8/2020,98815
11,CAYENNE,AUTO LEASING,1/8/2020,98816
16,F150,AUTO LEASING,12/23/2019,98817
16,F150,AUTO LEASING,12/23/2019,98818
10,ESCAPE,TRADEREV,11/22/2019,98824
16,MUSTANG,TRADEREV,11/22/2019,98823
17,F150,PROGRESSIVE,1/8/2020,98754
17,F150,PROGRESSIVE,1/8/2020,98755
17,EXPLORER,PROGRESSIVE,1/8/2020,98756
18,F150,AUTO CONNECT,1/10/2020,98831
18,F150,ADESA,1/10/2020,98840
16,F150,AUTO LEASING,1/10/2020,98841
13,F150,GATEWAY CHEV,1/13/2020,98842
17,RAM 1500,GATEWAY CHEV,1/14/2020,98843
19,F150,PROGRESSIVE,1/14/2020,98877
18,F150,PROGRESSIVE,1/14/2020,98878
18,F150,TRADEREV,1/13/2020,98895
15,SILVERADO,TRADEREV,1/13/2020,98896
11,LEXUS CT200H,TRADEREV,1/14/2020,98897
15,F150,TRADEREV,1/14/2020,98898
19,MUSTANG,TRADEREV,1/13/2020,98899
12,F250,PROGRESSIVE,12/12/2019,98531
16,F150,AUTO LEASING,12/30/2019,98918
17,GLE400,MEADOWVALE,1/15/2020,98921
17,COROLLA,MEADOWVALE,1/15/2020,98922
15,ACCORD,MEADOWVALE,1/15/2020,98923
3,HUMMER H2,PRESTIGE,1/20/2020,98908
17,RIDGELINE,PRESTIGE,1/20/2020,98902
10,C6G,PRESTIGE,1/20/2020,98904
16,F150,PRESTIGE,1/20/2020,98903
16,GOLF,PRESTIGE,1/20/2020,98905
15,OUTLANDER,PRESTIGE,1/20/2020,98906
18,F150,PRESTIGE,1/20/2020,98907
16,F150,ADESA,1/15/2020,98950
10,F150,ALEXANDRIA,1/15/2020,98963
8,SILVERADO,ALEXANDRIA,1/15/2020,98964
9,SORENTO,ALEXANDRIA,1/15/2020,98965
12,F150,ALEXANDRIA,1/15/2020,98966
10,ELANTRA,ALEXANDRIA,1/15/2020,98967
19,NAVIGATOR,TRADEREV,1/15/2020,98973
17,F150,TRADEREV,1/16/2020,98971
17,F150,TRADEREV,1/16/2020,98972
16,1500,AUTO LEASING,2/6/2020,99033
15,TAHOE,AUTO LEASING,12/30/2019,99034
15,ROGUE,AUTO LEASING,1/21/2020,99035
11,F150,AUTO LEASING,1/21/2020,99036
15,C300,AUTO LEASING,1/21/2020,99037
18,F150,AUTO LEASING,12/30/2019,99038
11,FIESTA,AUTO LEASING,1/21/2020,99039
15,F150,AUTO LEASING,2/6/2020,99040
15,EDGE,AUTO LEASING,1/21/2020,99041
16,F150,PROGRESSIVE,1/23/2020,99083
16,F150,PROGRESSIVE,1/23/2020,99084
17,F150,PROGRESSIVE,1/23/2020,99085
14,F150,PROGRESSIVE,1/23/2020,99092
14,F150,AUTO LEASING,12/30/2019,99174
14,CRV,PRESTIGE,1/28/2020,99185
13,A4,PRESTIGE,1/28/2020,99186
11,B200,PRESTIGE,1/28/2020,99187
17,F150,PRESTIGE,1/28/2020,99188
17,F150,PRESTIGE,1/28/2020,99189
15,F150,PRESTIGE,1/28/2020,99190
18,F150,PRESTIGE,1/28/2020,99191
18,F150,PROGRESSIVE,2/3/2020,99395
18,F150,PROGRESSIVE,2/3/2020,99396
18,F150,PROGRESSIVE,2/3/2020,99397
17,F150,PROGRESSIVE,2/3/2020,99398
17,F250,PROGRESSIVE,2/3/2020,99399
16,F150,PROGRESSIVE,2/3/2020,99400
17,EXPLORER,PROGRESSIVE,2/3/2020,99401
10,E350,AUTO LEASING,1/30/2020,99032
9,CANYON,AUTO LEASING,1/30/2020,99409
15,FOCUS,AUTO LEASING,1/30/2020,99410
13,ESCAPE,AUTO LEASING,1/30/2020,99411
13,ESCAPE,AUTO LEASING,1/30/2020,99412
13,FUSION,AUTO LEASING,1/30/2020,99413
8,CRV,AUTO LEASING,1/30/2020,99414
15,F150,TRADEREV,1/30/2020,99417
18,F150,TRADEREV,1/24/2020,99418
12,SANTA FE,TRADEREV,1/24/2020,99419
15,FUSION,TRADEREV,1/28/2020,99420
17,F150,TRADEREV,1/28/2020,99421
10,FX35,TRADEREV,1/28/2020,99422
18,F150,TRADEREV,1/28/2020,99423
16,FOCUS,TRADEREV,1/30/2020,99424
18,CX5,TRADEREV,1/28/2020,99425
7,F150,SOCKET SCRAP,1/31/2020,
10,MAZDA 3,SOCKET SCRAP,1/31/2020,
7,EDGE,SOCKET SCRAP,1/31/2020,
8,ESCAPE,SOCKET SCRAP,1/31/2020,
6,ESCAPE,SOCKET SCRAP,1/31/2020,
6,FUSION,SOCKET SCRAP,1/31/2020,
4,EXPLORER,ALEXANDRIA,1/31/2020,99440
12,BMW X5,ALEXANDRIA,1/31/2020,99442
11,F150,ALEXANDRIA,1/31/2020,99443
9,CARAVAN,ALEXANDRIA,1/31/2020,99444
5,MUSTANG,ALEXANDRIA,1/31/2020,99445
9,FLEX,ALEXANDRIA,1/31/2020,99446
11,BMW X5,MANHEIM,1/23/2020,
4,F150,MANHEIM,1/23/2020,
6,CAYENNE,MANHEIM,1/23/2020,
17,ESCAPE,ADESA,1/29/2020,99497
16,F150,ADESA,1/29/2020,99498
